223	potw2333a	2MASX J05101744-4519179	2MASX J05101744-4519179	Clear-View Galaxy Cluster	A clear view of a galaxy cluster
226	potw2329a	Arp 263	Starstruck of Arp 263	Starstruck Irregular Galaxy	Starstruck image of Arp 263
227	potw2328a	eMACS J1353.7+4329	eMACS J1353.7+4329	Galactic Monster Mash	Galactic monster mash
231	potw2323a	J211347.41+022834.9	WINGS J211347.41+022834.9	Under the Sea	Under the Sea
232	potw2322a	NGC 298	explores explosive aftermath in NGC 298	Explosive Aftermath Galaxy	Hubble explores explosive aftermath in NGC 298
235	potw2317a	ACO S520	ACO S520	The cluster that almost got away	The cluster that almost got away
237	opo23011a	M 87	M 87	Galaxy Portrait	The Hubble and Keck Telescopes assemble a 3D view of a giant galaxy
238	potw2315a	ZwCl 1012-0047	ZwCl 1012-0047	Jellyfish Galaxy	A jellyfish and the ram
240	potw2313a	Z 229-15	Z 229-15	Everything, in one place, all at once	Everything, in one place, all at once
242	potw2311a	UGCA 307	UGCA 307	s neighbourhood watch	Hubble’s neighbourhood watch
244	potw2309a	Ka 364	Ka 364	Galactic Seascape	Galactic Seascape
245	potw2308a	2MASX J00190792-2026281 / CL J0019-2026	2MASX J00190792-2026281	Cosmic Contortions	Cosmic Contortions
248	potw2247a	AM 0417-391	AM 0417-391	Galaxy Portrait	Hubble Hunts an Unusual Galaxy
253	potw2217a	GAMA 526784	GAMA 526784	Galaxy Portrait	Hubble Spies a Tenuous Diffuse Galaxy
254	heic2201a	NGC 2444 / Arp 143	’s of Arp 143	Deep-Sky Object	Hubble’s Observation of Arp 143
262	potw2118a	Abell 3827	Abell 3827	Our Giant Universe	Our Giant Universe
266	potw2033a	NGC 2442	SN2015F	Cosmic Fireworks	Cosmic Fireworks
273	potw1902a	Messier 89	Messier Monday	Deep-Sky Object	Messier Monday
274	potw1851a	REP: Hubble Space Telescope	Space Telescope	opens its eye again	Hubble opens its eye again
275	heic1810a	NGC 6744	The glowing spiral arms of NGC 6744	Spiral Galaxy	The glowing spiral arms of NGC 6744
276	heic1801a	Abell 1758	Abell 1758	Deep-Sky Object	Northern part of Abell 1758
279	heic1414a	SDSS J1531+3414	HGO2008]SDSS J1531+3414	Deep-Sky Object	Droplets of star formation and two merging galaxies in SDSS J1531+3414
281	potw1425a	NGC 2441	SN 1995E	Supernova Host Galaxy	A curious supernova in NGC 2441
286	potw1246a	4C 73.08	4C 73.08	Galactic Fireflies	Galactic fireflies
287	heic1215b	MACS J0717.5+3745	MACS J0717.5+3745	Deep-Sky Object	Hubble image of MACS J0717
288	potw1238a	NGC 4634	NGC 4634	Spiral Galaxy	Glowing gas and dark dust in a side-on spiral
291	heic0901a	NGC 4921	NGC 4921	Galaxy Cluster	Unusual spiral NGC 4921 in the Coma Galaxy Cluster
292	opo0415a	AM 0644-741	AM 0644-741	Lure of the Rings	The lure of the rings
293	heic2609a	MXDFz4.4	Galactic pioneer MXDFz4.4	Galactic Pioneer	Galactic pioneer MXDFz4.4 (annotated Hubble and Webb image)
294	heic2605a	CDG-2	Galaxy field of low-surface-brightness galaxy CDG-2	Galaxy field of low-surface-brightness galaxy CDG	Galaxy field of low-surface-brightness galaxy CDG-2
298	potw2115a	Abell 2813	ACO 2813	Light Bends from Beyond	Light Bends from the Beyond
303	opo1443a	Abell 2744	Abell 2744	Galaxy Cluster	Hubble sees ghost light from dead galaxies in galaxy cluster Abell 2744
304	heic1421a	DDO 68	DDO 68	Dwarf Galaxy	Dwarf galaxy DDO 68
305	potw1438a	NGC 7793	Jets and explosions in NGC 7793	Jets and Explosions	Jets and explosions in NGC 7793
306	heic1416a	MACS J0416.1-2403	MACS J0416.1-2403	Christmas Tree Galaxy Cluster	Hubble image of galaxy cluster MACS J0416.1–2403
308	heic1401a	Abell 2744	Abell 2744	Frontier Fields Cluster	Hubble Frontier Fields view of Abell 2744
310	heic1202a	NGC 1073 / VV 96 / PKS 0241+011	IXO 5	Deep-Sky Object	Hubble image of NGC 1073
312	heic0914a	NGC 4710	looks at sideways NGC 4710 (crop	Deep-Sky Object	Hubble looks at sideways NGC 4710 (crop)
313	heic0912a	NGC 2623	views results of NGC 2623 merger	Interacting Galaxies	Hubble views results of NGC 2623 merger
315	opo0207a	NGC 2787	Galaxy NGC 2787	Galaxy Portrait	Galaxy NGC 2787
317	opo22051a	HIPASS J1131–31	HIPASS J1131–31	Galaxy Portrait	Tiny, Hidden Galaxy Provides A Peek Into The Past
329	potw1918a	CL J0615-5746	SPT0615-JD	Distant and ancient	Distant and ancient
331	eso1631a	Mrk 1018	Markarian 1018	Active Galaxy	The active galaxy Markarian 1018
332	heic1602a	NGC 4889	The sleeping giant NGC 4889	Sleeping Giant Galaxy	The sleeping giant NGC 4889
334	potw1520a	NGC 6240	revisits tangled NGC 6240	Deep-Sky Object	Hubble revisits tangled NGC 6240
337	potw1445a	Abell 1413	Abell 1413	Galactic Neighbourhood	Hubble reveals a super-rich galactic neighbourhood
338	potw1352a	Messier 65	SN 2013am	Deep-Sky Object	Messier 65 through the years
339	potw1151a	LRG 3-757	LRG 3-757	Galaxy Portrait	Hubble captures a “lucky” galaxy alignment
341	heic0106b	NGC 1512 / IRAS 04022-4329	Composite ultraviolet-visible-infrared of NGC 1512	Deep-Sky Object	Composite ultraviolet-visible-infrared image of NGC 1512
345	potw2120a	ACO S 295	ACO S 295	Menagerie of Galaxies	A Menagerie of Galaxies
351	potw2024a	PLCK G045.1+61.1	CNG2015] PLCK G045.1+61.1	A Bright Find	A Bright Find
357	heic1816a	Abell 370	Abell 370	Deep-Sky Object	BUFFALO’s view on Abell 370
359	heic1612a	LEDA 36252	LEDA 36252, a cosmic tadpole	Cosmic Tadpole	LEDA 36252, a cosmic tadpole
360	potw1604a	[LO95] 0313-192	LO95] 0313-192	A misbehaving spiral	A misbehaving spiral
362	potw1430a	2MASX J06094582-2140234	2MASX J06094582-2140234	Cosmic Hair Ruffling	Galaxy gets a cosmic hair ruffling
365	potw1338a	MACS J0152.5-2852	MACS J0152.5-2852	A scattering of spiral and elliptical galaxies	A scattering of spiral and elliptical galaxies
366	potw1333a	PGC 16389 / ESO 252-1	APMBGC 252+125-117	Cosmic Optical Illusion	A cosmic optical illusion
368	heic0902a	NGC 7173 / NGC 7174 / NGC 7176 / HCG 90	HCG 90	Trio of galaxies mixes it up	Trio of galaxies mixes it up
369	opo0107a	NGC 4013 / IRAS 11559+4413	Edge-On of NGC 4013	Deep-Sky Object	Edge-On view of NGC 4013
371	opo9940a	NGC 221	NGC 221	Ultraviolet Galaxy	Hubble identifies source of ultraviolet light in an old nebula
374	heic2101a	NGC 1614 / NGC 3256 / NGC 34 / NGC 3690 / NGC 4194 / NGC 6052	Showcases 6 Galaxy Mergers	Showcases Galaxy Mergers	Hubble Showcases 6 Galaxy Mergers
376	heic2019b	NGC 1052	Region around Galaxy NGC1052-DF4	Galaxy Portrait	Region around Galaxy NGC1052-DF4
390	heic1523a	MACS J0416.1-2403	MACS J0416.1-2403	Christmas Tree Galaxy Cluster	Hubble Frontier Fields view of MACSJ0416.1–2403
391	heic1514a	NGC 833 / NGC 835 / NGC 838 / NGC 839 / HCG 16	HCG 16	Bizarre Cosmic Quartet	Hubble views bizarre cosmic quartet HCG 16
392	potw1450a	Mrk 209	UGCA 281	Messy Star Factory	A messy star factory
393	heic1423a	Abell 2744	Abell 2744	Galaxy Portrait	Abell 2744 and three images of a distant galaxy
396	heic1208a	NGC 3314 / NGC 3314A / NGC 3314B	of NGC 3314	Deep-Sky Object	Hubble view of NGC 3314
401	heic1108a	NGC 2442	SN 1999ga	Meathook Galaxy	Hubble image of the Meathook Galaxy
404	sci22005a	N/A	Webb’s First Images	Webb’s First	Webb’s First Images
406	opo1733a	Abell 370	Abell 370	Deep-Sky Object	Abell 370 Parallel Field with Asteroids
407	potw2216a	VV 689	VV689	Deep-Sky Object	Hubble Inspects a Set of Galactic Wings
426	heic1920c	PSZ1 G311.65-18.48	PSZ1 G311.65-18.48	Sunburst Arc	Sunburst Arc 2
429	heic1820b	MACS J0416.1-2403	MACS J0416.1-2403	Christmas Tree Galaxy Cluster	Galaxy Cluster MACSJ0416
430	opo0708a	ESO 325-G004	Abell S0740	Star Cluster	Hubble illuminates cluster of diverse galaxies
431	opo1733b	Abell 370	Abell 370	Frontier Fields Cluster	Asteroids in Hubble Frontier Field Abell 370
434	heic1602b	NGC 4889	of NGC 4889	Deep-Sky Object	Wide-field view of NGC 4889 (ground-based view)
439	potw1510a	UGC 8201	The mysteries of UGC 8201	Mysterious Galaxy	The mysteries of UGC 8201
440	potw1504a	IC 51 / Arp 230	The polar ring of Arp 230	Polar Ring Galaxy	The polar ring of Arp 230
441	potw1447a	UGC 1281 / PGC 6700 / 2MASX J01493473+3234464	2MASX J01493473+3234464	Slashing Smudge Galaxy	A slashing smudge across the sky
442	heic1425f	Fornax 5	Fornax 5	Globular cluster Fornax	Globular cluster Fornax 5
443	heic1425c	Fornax 1	Fornax 1	Globular cluster Fornax	Globular cluster Fornax 1
444	heic1425d	Fornax 2	Fornax 2	Globular cluster Fornax	Globular cluster Fornax 2
445	heic1425e	Fornax 3	Fornax 3	Globular cluster Fornax	Globular cluster Fornax 3
446	potw1432a	2MASX J16133219+5103436 / SDSS J161330.18+510335	2MASX J16133219+5103436	Galactic Soup	Galactic soup
448	potw1412a	MACS J0454.1-0300	MACS J0454.1-0300	Magnifying the Distant Universe	Magnifying the distant Universe
449	potw1411a	NGC 5793	Secrets at the heart of NGC 5793	Deep-Sky Object	Secrets at the heart of NGC 5793
460	potw2150a	NGC 3568	Gazes Sidelong at NGC 3568	Deep-Sky Object	Hubble Gazes Sidelong at NGC 3568
463	potw2127a	UGC 2665 / 2MASX J03193743+4137580	2MASX J03193743+4137580	One of the Greats	One of the Greats
468	opo1726c	MACS J2129-0741	MACS J2129-0741	Galaxy Cluster	Galaxy cluster MACS J2129-0741
473	potw1203a	M 100	Core of Messier 100 in super high res	Deep-Sky Object	Core of Messier 100 in super high res
475	ann0904a	NGC 5679 / Arp 274	NGC 5679 / Arp 274	Galaxy Triplet	Hubble celebrates the International Year of Astronomy 2009 with the galaxy triplet Arp 274
476	heic0808a	NGC 2397	Galaxy NGC 2397 with an explosive secret	Explosive Secret Galaxy	Galaxy NGC 2397 with an explosive secret
477	heic0717a	Arp 87	Arp 87	Deep-Sky Object	Arp 87
478	heic0710a	M 81	photographs grand design spiral galaxy M81	Grand Design Spiral	Hubble photographs grand design spiral galaxy M81
480	opo0607a	NGC 1309	snaps images of a pinwheel-shaped galaxy	Galaxy Portrait	Hubble snaps images of a pinwheel-shaped galaxy
483	opo0324a	NGC 3370	SN 1994AE	Celestial Composition	Celestial composition
487	opo9919i	NGC 4526	SN 1994D	Whirling Lenticular Galaxy	Supernova 1994D
489	opo9822b	NGC 7052	NGC 7052	Active Galaxy	Disk around a black hole in galaxy NGC 7052 (Hubble WFPC2 view)
490	opo9821b	NGC 4314	Galaxy NGC 4314	Galaxy Portrait	Galaxy NGC 4314 (Hubble view)
498	heic1513a	NGC 6503	NGC 6503	Deep-Sky Object	NGC 6503
500	heic1413a	NGC 5548	NGC 5548	Active Galaxy	Supermassive black hole at the heart of NGC 5548
501	potw1414a	CL J0102-4915	ACT-CL J0102-4915	weighs “the fat one	Hubble weighs “the fat one”
502	potw1344a	NGC 6984	PSN J20575390-515	Deep-Sky Object	Stellar explosions in NGC 6984
507	potw1132a	HCG 7	HCG 7	Crowded, but suspiciously quiet	Crowded, but suspiciously quiet?
510	opo1005a	NGC 2976	Star-birth party almost over in NGC 2976	Deep-Sky Object	Star-birth party almost over in NGC 2976
511	opo0917a	MACS J0717.5+3745	MACS J0717.5+3745	Galaxy Cluster	Galaxy cluster MACS J0717
513	potw2235a	M 74	Gazes into M74	Deep-Sky Object	Hubble Gazes into M74
518	heic1920d	PSZ1 G311.65-18.48	PSZ1 G311.65-18.48	Sunburst Arc	Sunburst Arc 3
519	heic1920e	PSZ1 G311.65-18.48	PSZ1 G311.65-18.48	Sunburst Arc	Area surrounding the Sunburst Arc (ground-based image)
523	heic1621a	NGC 4696	Dusty filaments in NGC 4696	Deep-Sky Object	Dusty filaments in NGC 4696
528	heic1508a	IC 2006	Elliptical galaxy IC 2006	Elliptical Galaxy	Elliptical galaxy IC 2006
529	potw1503a	NGC 4217	Dust filaments of NGC 4217	Deep-Sky Object	Dust filaments of NGC 4217
530	heic1425a	Fornax 1, Fornax 2, Fornax 3, Fornax 5	Fornax 1	Four globular clusters in Fornax	Four globular clusters in Fornax
532	opo1433a	IRC 0218	IRC 0218	Gravitational Lens	Gravitational lensing by galaxy in cluster IRC 0218, annotated
536	potw1223a	M 99	PTF 10fqs	A bright spark in a nearby spiral galaxy	A bright spark in a nearby spiral galaxy
538	heic1203b	ESO 243-49	ESO 243-49 HLX-1	Active Galaxy	Star cluster surrounds wayward black hole in cannibal galaxy ESO 243-49 (unlabelled)
541	potw1129a	IC 755	SN 1999an	Edge-on galaxy hosts supernova explosion	Edge-on galaxy hosts supernova explosion
543	heic2016a	MACS J1206.2-0847	MACS J1206.2-0847	Sheds Light on Small-Scale Concentrations of Dark Matter	Hubble Sheds Light on Small-Scale Concentrations of Dark Matter (Artist’s Impression)
547	potw1904a	LEDA 44716 / Mrk 60	D100	Wading through water	Wading through water
550	potw1737a	NGC 5398	Starbursts in NGC 5398	Starburst Galaxy	Starbursts in NGC 5398
552	heic1505a	MACS J1149+2223 / MACS J1149.5+223	MACS J1149+2223	Galaxy Cluster	Galaxy cluster MACS j1149.5+223 and a supernova four times over
553	heic1505b	MACS J1149+2223 / MACS J1149.5+223	MACS J1149+2223	Galaxy Cluster	Galaxy cluster MACS j1149.5+223
554	heic1416c	MACS J0416.1-2403	MACS J0416.1-2403	Christmas Tree Galaxy Cluster	Mass map of galaxy cluster MCS J0416.1–2403 using strong and weak lensing
555	potw1409a	Messier 82	SN 2014J	Supernova Host Galaxy	Hubble views new supernova in Messier 82
556	potw1349a	NGC 1190 / HCG 22	2MASS J03032308-1539079	A members-only galaxy club	A members-only galaxy club
558	potw1318a	2MASX J05210136-2521450	2MASX J05210136-2521450	A tale of galactic collisions	A tale of galactic collisions
560	potw1226a	DDO 82	DDO 82	A vapour of stars	A vapour of stars
561	heic1207a	NGC 2363 / NGC 2366	of NGC 2366	Deep-Sky Object	Hubble view of NGC 2366
563	heic1203a	ESO 243-49	ESO 243-49 HLX-1	Active Galaxy	Star cluster surrounds wayward black hole in cannibal galaxy ESO 243-49 (labelled)
564	heic1111b	Abell 2744	Abell 2744	Galaxy Cluster	Pandora’s Cluster — The merging galaxy cluster Abell 2744
565	heic1013a	NGC 4696	A cosmic question in NGC 4696	Deep-Sky Object	A cosmic question in NGC 4696
566	opo0929b	M 83	Camera 3 details star birth in galaxy M83	Southern Pinwheel Galaxy	Hubble Wide Field Camera 3 image details star birth in galaxy M83
567	opo0706c	Extended Groth Strip	Extended Groth Strip (EGS	Extended groth strip - full	Extended groth strip - full Hubble image
569	opo0034a	NGC 6745 / IRAS 19000+4040	Galaxy collision in NGC 6745	Interacting Galaxies	Galaxy collision in NGC 6745
570	potm2601b	NGC 7722	NGC 7722 in dark surroundings (wide crop	Deep-Sky Object	NGC 7722 in dark surroundings (wide crop)
572	sci25006a	GOODS-S field	GOODS-S field (NIRCam	GOODS-S field	GOODS-S field (NIRCam image)
573	potw2537b	M 82	M82 and its smouldering heart (horizontal collage	M and its smouldering heart	M82 and its smouldering heart (horizontal collage)
578	potw2230a	LEDA 58109	Follow the LEDA	Deep-Sky Object	Follow the LEDA
588	heic1920b	PSZ1 G311.65-18.48	PSZ1 G311.65-18.48	Sunburst Arc	Sunburst Arc 1
595	heic1901b	M 33 / NGC 604	M 33 / NGC 604	Galaxy Portrait	NGC 604 — a gigantic gas cloud in the Triangulum Galaxy
601	potw1839a	SDSS J1050+0017	ClG J1050+0017	Warped and distorted	Warped and distorted
604	potw1829a	SDSS J1336-0331	6dFGS gJ133600.1-033130	Major mergers	Major mergers
606	potw1827a	RXC J2211.7-0350	RXC J2211.7-0350	Zooming in on the early Universe	Zooming in on the early Universe
607	potw1825a	RXC J0949.8+1707	RXC J0949.8+1707	One galaxy, three supernovae	One galaxy, three supernovae
608	potw1824a	RXC J0232.2-4420	RXC J0232.2-4420	Strings of homeless stars	Strings of homeless stars
610	heic1810c	NGC 3627	Messier 66 — member of the Leo Triplet	Galaxy Triplet	Messier 66 — member of the Leo Triplet
611	heic1810f	Messier 106	Parts of Messier 106	Deep-Sky Object	Parts of Messier 106
612	heic1810b	UGCA 281	UGCA 281	Dwarf Galaxy	Dwarf galaxy UGCA 281
613	heic1810d	DDO 68	DDO 68	Deep-Sky Object	Pockets of star formation in DDO 68
614	heic1810e	Messier 96	Wave of star formation in Messier 96	Deep-Sky Object	Wave of star formation in Messier 96
617	potw1816a	PSZ2 G138.61-10.84	PSZ2 G138.61-10.84	Approaching the Universe’s origins	Approaching the Universe’s origins
618	potw1815a	PSZ1 G308.33-20.21	PSZ1 G308.33-20.21	A colossal cluster	A colossal cluster
621	heic1803a	NGC 3344	Multi-filter of NGC 3344	Deep-Sky Object	Multi-filter image of NGC 3344
622	potw1807a	PLCK G004.5-19.5	PLCK G004.5-19.5	A window into the cosmic past	A window into the cosmic past
625	potw1750a	Abell 2163	Abell 2163	Cosmic fireflies	Cosmic fireflies
629	potw1748a	Abell 2537	Abell 2537	Streaks and stripes	Streaks and stripes
631	potw1745a	Abell 1300	Abell 1300	Cosmic RELICS	Cosmic RELICS
632	potw1744a	Abell 665	Abell 665	Star Cluster	Abell’s richest cluster
644	heic1711b	Abell 370	Abell 370	Deep-Sky Object	Abell 370 parallel field
645	heic1711a	Abell 370	Abell 370	Frontier Fields Cluster	The last of the Frontier Fields — Abell 370
647	potw1717a	NGC 7250	TYC 3203-450-1	A matter of distance	A matter of distance
649	potw1713a	NGC 4424 / LEDA 213994	The NGC and its modern counterpart	Deep-Sky Object	The NGC and its modern counterpart
655	potw1702a	J1140.1+0307	RX J1140.1+0307	A black hole of puzzling lightness	A black hole of puzzling lightness
659	potw1650a	IC 5201 / LEDA 27893	A closer look at IC 5201	Deep-Sky Object	A closer look at IC 5201
660	potw1648a	IC 3583	Spotlight on IC 3583	Deep-Sky Object	Spotlight on IC 3583
661	potw1647a	NGC 3274	NGC 3274	Deep-Sky Object	Hubble spies NGC 3274
665	heic1523b	MACS J0717.5+3745	Frontier Fields of MACSJ0717.5+3745	Frontier Fields Cluster	Hubble Frontier Fields view of MACSJ0717.5+3745
667	heic1519a	SpARCS1049+56, SpARCS1049	SpARCS1049+56	of the galaxy cluster SpARCS	Image of the galaxy cluster SpARCS1049
668	opo1522a	EGS-zs8-1	EGS-zs8-1	Astronomers set a new galaxy distance record	Astronomers set a new galaxy distance record
669	potw1518a	NGC 949	The peculiar asymmetry of NGC 949	Deep-Sky Object	The peculiar asymmetry of NGC 949
676	sci14011a	Abell 2744	Abell 2744	Frontier Fields Cluster	Frontier Fields: Abell 2744 and “blank” field comparison
679	potw1426a	NGC 201 / HCG 7	HCG 7	A fossil in the making	A fossil in the making
683	heic1408a	CLASS B1608+656	CLASS B1608+656	s cross-section of the cosmos	Hubble’s cross-section of the cosmos
685	opo1417a	Abell 2744	Abell 2744	Frontier Fields Cluster	Distant galaxy in Hubble Frontier Field Abell 2744
687	hs-2013-44a	Abell 2744 / MACS J0416.1-2403 / MACS J0717.5+3745 / MACS J1149+2223	Abell 2744	Frontier Fields Cluster	Galaxy clusters targeted by Hubble's Frontier Fields
688	heic1319a	J1000+0221	J1000+0221	The most distant gravitational lens yet discovered	The most distant gravitational lens yet discovered
689	potw1341a	NGC 3621	NGC 3621	A special spiral galaxy for over Facebook fans	A special spiral galaxy for over 200 000 Facebook fans
690	heic1318a	PGC 6240	of PGC 6240	Deep-Sky Object	Hubble image of PGC 6240
691	potw1336a	ESO 540-31	DDO 6	A flock of stars	A flock of stars
696	heic1311a	NGC 2936 / NGC 2937 / Arp 142	of Arp 142	Deep-Sky Object	Hubble image of Arp 142
697	potw1324a	M 61	Messier 61 looks straight into the camera	Deep-Sky Object	Messier 61 looks straight into the camera
700	potw1320a	J125013.50+073441.5	J125013.50+073441.5	A swirl of star formation	A swirl of star formation
701	potw1314a	NGC 2768	Dusty detail in elliptical galaxy NGC 2768	Elliptical Galaxy	Dusty detail in elliptical galaxy NGC 2768
703	potw1310a	II Zw 28, VV 790b	II Zw 28	One ring to rule them all	One ring to rule them all
707	potw1304a	2MASX J09442693+0429569	2MASX J09442693+0429569	The moment the lights went out	The moment the lights went out
708	potw1302a	Abell 3627 / ESO 137-002	Abell 3627	A busy patch of the Great Attractor	A busy patch of the Great Attractor
711	potw1252a	NGC 1097	NGC 1097	Deep-Sky Object	A wanderer dancing the dance of stars and space
712	potw1249a	ESO 318-13	ESO 318-13	Galaxy Portrait	Glitter galaxy — An edge-on view of the ESO 318-13 galaxy
713	heic1217c	MACS J0647.7+7015	MCS J0647.7+7015	Galaxy Cluster	Galaxy cluster MACS J0647.7+7015
715	opo0639a	1ES 0657-55.8, 1E 0657-556	1ES 0657-55.8	Galaxy Cluster	Visible-light and x-ray composite image of galaxy cluster 1E 0657-556
716	heic1216a	Abell 2261 / 2MASX J17222717+3207571	2MASX J17222717+3207571	Galaxy Portrait	Brightest galaxy in Abell 2261
719	potw1237a	NGC 7090	NGC 7090 — An actively star-forming galaxy	Star-Forming Galaxy	NGC 7090 — An actively star-forming galaxy
720	heic1213b	M 60 / NGC 4647 / NGC 4649 / Arp 116	2002 LM60	Deep-Sky Object	Ground-based image of Arp 116 and its surroundings
721	heic1213a	M 60 / NGC 4647 / NGC 4649 / Arp 116	of galaxy pair Arp 116	Galaxy Pair	Hubble image of galaxy pair Arp 116
722	potw1235a	NGC 5806	SN 2004dg	Supernova Host Galaxy	Spotting a supernova in NGC 5806
723	potw1233a	UGC 9240	DDO 190	A lonely galactic island	A lonely galactic island
736	opo0509a	NGC 1427A	The impending destruction of NGC 1427A	Deep-Sky Object	The impending destruction of NGC 1427A
737	opo9842a	NGC 253 / IRAS 00450-2533	NGC 253 / IRAS 00450-2533	Deep-Sky Object	Behind a dusty veil lies a cradle of star birth
738	heic2213a	Abell 611	Abell 611	A Cosmic Cobweb	A Cosmic Cobweb
739	heic1419a	M 60	Artist’s concept of supermassive black hole within M60-UCD1	Active Galaxy	Artist’s concept of supermassive black hole within M60-UCD1
740	heic0810ap	NGC 6050 / IC 1179 / Arp 272	NGC 6050	Deep-Sky Object	NGC 6050
743	opo1802a	CL J0615-5746	SPT0615-JD	Stretched out of distant galaxy	Stretched out image of distant galaxy
746	opo1036a	NGC 3982	Face-on spiral galaxy NGC 3982	Spiral Galaxy	Face-on spiral galaxy NGC 3982
749	heic1910b	NGC 4485 / NGC 4490	NGC 4485 / NGC 4490	Deep-Sky Object	Distant view of a galactic crash — NGC 4490 and NGC 4485 (ground-based image)
750	potw1747b	MACS J1206.2-0847	Galaxy cluster MACSJ1206	Galaxy cluster MACSJ	Galaxy cluster MACSJ1206
753	potw1006a	NGC 3810	NGC 3810 A -perfect spiral	Spiral Galaxy	NGC 3810: A picture-perfect spiral
754	heic0810aq	NGC 520 / Arp 157 / VV 231	VV 231	Deep-Sky Object	NGC 520
755	potw2240a	AM 0608-333	AM 0608-333	A Snapshot of Interacting Galaxies	A Snapshot of Interacting Galaxies
757	heic1919a	ESO 285-19	Arp-Madore 2026-424	Deep-Sky Object	Arp-Madore 2026-424
758	heic1812a	ESO 325-G004	of ESO 325-G004	Deep-Sky Object	Image of ESO 325-G004
759	opo1545a	MACS J0416.1-2403	MACS J0416.1-2403	Christmas Tree Galaxy Cluster	Faint compact galaxy in the early Universe
762	opo1000a	NGC 1376	Spiral galaxy NGC 1376	Spiral Galaxy	Spiral galaxy NGC 1376
766	opo1812b	NGC 1015 / NGC 3972	NGC 3972 and NGC 1015	Deep-Sky Object	NGC 3972 and NGC 1015
767	opo1726a	MACS J2129-0741	MACS J2129-0741	Galaxy Cluster	Galaxy cluster MACS J2129-0741 and lensed galaxy MACS2129-1
768	heic1511a	REP: 3C radio-galaxy sample	REP: 3C radio-galaxy sample	Active Galaxy	Artist’s illustration of galaxy with jets from a supermassive black hole
772	heic1404b	ESO 137-001	and Chandra composite of ESO 137-001	Deep-Sky Object	Hubble and Chandra composite of ESO 137-001
773	heic2016b	MACS J1206.2-0847	MACS J1206.2-0847	Examines the Galaxy Cluster MACSJ	Hubble Examines the Galaxy Cluster MACSJ 1206
